wiki_name	isin	revenue_year	revenue_amount	revenue_src_url	revenue_currency	num_employees_year	num_employees	net_income_year	net_income_amount	net_income_src_url	net_income_currency	operating_income_year	operating_income_amount	operating_income_src_url	operating_income_currency	industry	hq_country	name
100	0	14	14	5	12	13	33	8	8	0	6	4	5	0	4	85	24	97
